n,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11
3400.0,1.4183301475932744,1.41770891228373,1.4176222731396189,1.4177389708868742,1.4186005607340784,1.4174801101608472,1.4182281006445208,1.4179572869208867,1.4184392133082173,1.4174200243442405,1.4163035720149562
3500.0,1.4168082953132217,1.4204980356688126,1.4183066299111988,1.4180180762853798,1.417723580859995,1.4176251294136777,1.4175876751080387,1.4173497146026692,1.4176011506762414,1.4179738617359918,1.4168965059590475
3600.0,1.4188475538013514,1.4182799287461825,1.4182548304400224,1.4177825263782269,1.417969073464339,1.4172256902159435,1.4177338684980525,1.4177569885158594,1.4171466290786527,1.4163803948518148,1.4166202118422082
3700.0,1.4195617516121766,1.418976274537514,1.418751332156768,1.419456502098116,1.4179738445776278,1.4181435047981288,1.4177347860703595,1.4177259793995236,1.4173218185305365,1.417346220374415,1.4176733558506265
3800.0,1.4203724147581167,1.4183429133769716,1.4183996851773177,1.416802975261868,1.417517463106217,1.4180349120331677,1.416746876774191,1.4169480327111128,1.417979119474311,1.41717174140866,1.4162354945551
3900.0,1.4180254280845486,1.4196616015310035,1.4179282552957455,1.4183846351538307,1.4175394857991097,1.4166466492082561,1.418194906647697,1.41758102094198,1.4188266668562641,1.416674114814466,1.4167785476738568
4e3,1.4169068374858202,1.4179012038582979,1.4181442875587933,1.4197338100969517,1.4187896536326328,1.41760783523233,1.417837145362628,1.417753716064439,1.4172103471414177,1.4174331651911847,1.4167904955076638
4100.0,1.4182397467471342,1.417189219433785,1.4161149375044904,1.418462684128812,1.4175641431230321,1.4194408424039153,1.4180837455662179,1.4179927017158838,1.417831433341027,1.418166101761603,1.4162687984835625
4200.0,1.4180835412466422,1.417906678423802,1.4178273789574576,1.4182502464955165,1.418895323736014,1.4183978985425123,1.418485484278254,1.4176178041348382,1.4181838951937198,1.4176581123097218,1.4174788182511886
4300.0,1.4191540814016828,1.4177715389316488,1.4192624954258786,1.4174613910700418,1.4190891961064835,1.4179005904630337,1.4171310624870124,1.418438250454571,1.4173052581619838,1.4162804786717604,1.4172607658132235
4400.0,1.4176640829043303,1.4199707280262566,1.4191140241626121,1.417491357740517,1.4177985091255714,1.4172307302605271,1.4182047379352307,1.4181637447421132,1.4183617326193638,1.4177045515665683,1.4170232950588773
4500.0,1.4182237764650143,1.419463220681224,1.419540828790901,1.4179230924581185,1.4172685843178183,1.4188124209545863,1.418979483383882,1.417329780265139,1.4183968896726957,1.4174465420715185,1.4170290686113802
4600.0,1.418853517899906,1.4193520201896588,1.4187534081649136,1.4181523872401078,1.4182545885411157,1.4181021878428002,1.4183520387575592,1.4171444218089742,1.4171678715523839,1.4184898235326917,1.4172233265225267
4700.0,1.4202760377853711,1.419408499660265,1.4186778010417773,1.4185152535249654,1.418582950663672,1.4183404695968593,1.41733810027066,1.4183719178192151,1.4179257045906584,1.4178646495967926,1.4185453742383838
4800.0,1.4199731380149865,1.4182864013188747,1.4183972549483306,1.418160740948791,1.4193929737508066,1.4181865742407127,1.4176154986143679,1.4167676944107463,1.4172632526105677,1.417083341524286,1.417699577900044
4900.0,1.420154317081155,1.4183819531596689,1.4179245662278208,1.4180220695611245,1.4183715434149053,1.4185753695593182,1.4185477897516379,1.4179351906922293,1.418086803191638,1.4172040457605206,1.418062314499292
5e3,1.418763326123882,1.4193903186698895,1.4182302739755865,1.418008605518577,1.4190681617629914,1.4180722477031462,1.4184436110241962,1.417589629059058,1.4169302001817536,1.417347854982767,1.4174410052850008
5100.0,1.4202170605114153,1.4181694758099221,1.4190087399427402,1.4182857413497205,1.419110975504075,1.417426356422542,1.4180750728631513,1.4178903013403692,1.4172121440514103,1.4180546917797505,1.4172447790523588
5200.0,1.4181506394185173,1.418637209603013,1.4188517682070776,1.4186528016858426,1.4176474033010025,1.4182547402622119,1.4181157908167932,1.4180294569178826,1.4188142069607255,1.4175133545965553,1.41759225597051
5300.0,1.4198827417885471,1.4189889595065694,1.419305619988391,1.4177121982795322,1.418373556116946,1.4180949420421083,1.4169769439819755,1.418853953978321,1.4189136226304202,1.417468986680081,1.4174969008760052
5400.0,1.417532521794219,1.4187740205801915,1.418098978965853,1.4184523251054977,1.4183790681569157,1.4179434345666402,1.4191411831196243,1.4173807689762126,1.4179001972590992,1.4181790481494398,1.4182949955774253
5500.0,1.4203044330825845,1.4192292782561624,1.4185945989559279,1.4183786509688987,1.4171025185028086,1.4187636585587995,1.417182128292104,1.4180805172105453,1.4178639852361241,1.4175142745582947,1.416555195835829
5600.0,1.4161921108652158,1.4167194891309922,1.4188221089677153,1.4184825509154897,1.4182681740079748,1.4186762345641106,1.418414540327523,1.4186548932472602,1.4172092876521065,1.4172294902277283,1.417191157721101
5700.0,1.4208933274394813,1.4190786362881544,1.4189233004139958,1.4185898418037013,1.4196197800388484,1.4180175514809024,1.418317011736575,1.4167493440205023,1.417840697431929,1.4170252394929574,1.4179409519355846
5800.0,1.417500386544805,1.4188784179135616,1.41741685167518,1.417674850390661,1.4177108921073887,1.4177179286437722,1.4188791640695597,1.41844347014424,1.4177487173392873,1.4179881027322352,1.418415709938147
5900.0,1.4192710708693956,1.4200550308508937,1.4186501802570113,1.4176863571429796,1.4187996364606361,1.4175027856684774,1.4177686719880054,1.4181592566353114,1.4179025372529057,1.4178206856532887,1.418537574917173
6e3,1.41929151659924,1.4201603537596148,1.4187384527571854,1.418212299423594,1.4180886289848293,1.4182018481631364,1.4184512527902673,1.417585516037363,1.418157167837053,1.4180527582918194,1.4181693759332512
6100.0,1.419654371808102,1.4183775885095142,1.418923736164352,1.4181600188058003,1.4179270027759863,1.4197853645642053,1.4189834781919857,1.4179022860593105,1.4173365775988451,1.4180218464864724,1.41812212829141
6200.0,1.4179228331627909,1.4190000283697581,1.418112235704429,1.4187694895717176,1.4180827311088708,1.4178203870781496,1.418679829960667,1.4186388937618868,1.4175040241974086,1.4179743147591135,1.4178045194150526
6300.0,1.4186746822931908,1.4184752481476606,1.4188055596322902,1.418161292840675,1.4176596280279683,1.418201591158729,1.4173897731846485,1.4179321466445332,1.4178872835576135,1.4168951466402875,1.4175475653618195
6400.0,1.4185204559291504,1.419899935478236,1.4186098311771946,1.4183910968020823,1.4183196049806701,1.4186158889472347,1.4173189638955976,1.4178739085335677,1.4183812825192932,1.418542464703441,1.4170979922805862
6500.0,1.4153845407496182,1.4187456018244615,1.4176119134048255,1.4183074401944489,1.418756342842446,1.418279616597336,1.4181926801170481,1.4173122758724157,1.4180484269063676,1.4182733076398812,1.4175016310116157
6600.0,1.4183500492384407,1.4185974432491724,1.4191619172068248,1.4192323074866673,1.4192958947549683,1.4185976738017305,1.4179422854693104,1.4185231966966405,1.4174840859059452,1.417711846122755,1.4177934271199353
6700.0,1.4164947248363227,1.419250126594072,1.4192533797259943,1.4176932443102843,1.4174122023140012,1.419216184390461,1.4180106274619984,1.4183295567745882,1.4178881519006536,1.4176690231544984,1.417890163249384
6800.0,1.4184998561430027,1.4184297277543658,1.418127268030733,1.4184276049323805,1.4178565001401087,1.4180105216879304,1.4184543977969526,1.4180124563564862,1.417969164060048,1.418180734367899,1.4184352894778673
6900.0,1.4189448649687115,1.417883866230255,1.4183525297013968,1.4187418416869293,1.4185181853131221,1.4188914138259645,1.4187835929665042,1.418490099158367,1.4178251911097564,1.41795468961688,1.4180723466555216
7e3,1.418399083539153,1.4188531476268245,1.4194602775365495,1.4187002621469764,1.417947119375675,1.4188754420877019,1.4187427106326618,1.4179062365088944,1.4180809257312328,1.4175925925695663,1.4181828662016445
7100.0,1.4183742637920407,1.4189403703665702,1.4189265720253454,1.418043895750606,1.418996979577206,1.4182031411005651,1.4184401038002883,1.4170116310023693,1.4174076462315077,1.418178986172171,1.4186706716389361
7200.0,1.418138163758295,1.4187709686625496,1.4182479554512288,1.4181149273205835,1.4188983038232625,1.4184969986532916,1.4181675084910166,1.418373084986056,1.4178937746157585,1.417530962804151,1.4178503729768857
7300.0,1.4197452860431965,1.4202083065768396,1.418579488144356,1.4179420229423463,1.4185462265568693,1.4181406876130327,1.4182182567636024,1.416885600719685,1.418247989355515,1.41797909557946,1.41771505114666
7400.0,1.418101691039079,1.4193356828852275,1.4180918536168987,1.4188959225806062,1.4192725469158363,1.418236835541188,1.418314051822028,1.4181989318860526,1.4177176172449037,1.4183109294617744,1.4178754571262577
7500.0,1.419614566157509,1.4190409545578304,1.418678337342096,1.4183671984903294,1.4185349880046156,1.4178053142111933,1.4181104861085316,1.4184126564790784,1.4183157925315704,1.4176752411876032,1.4182882604918672
7600.0,1.41853955132306,1.4189904069474186,1.418920672076565,1.4182556072108734,1.419102947741202,1.41862194853159,1.4177729321307313,1.4185361085100794,1.4182456662569323,1.4176114896129315,1.4176641492423985
7700.0,1.4204575202308822,1.4191539825639385,1.4185672564930696,1.4185933697794044,1.4180438883563056,1.4183404376253486,1.418637062898655,1.417487002534678,1.4180119746303823,1.417925863839694,1.4178741306015599
7800.0,1.4189972882259658,1.4185396574821065,1.4180798266204624,1.4196418004830094,1.4184115857998931,1.417646818558909,1.418945810998778,1.4187262382982568,1.4172461755977077,1.4176407431969786,1.4181092671652742
7900.0,1.417904418310489,1.4190565385575058,1.4197229984494673,1.4186764096994517,1.4188099510087697,1.4177841635094415,1.418251606105169,1.4178141627379883,1.4181850002193572,1.417253366282922,1.417868537959512
8e3,1.419136817058841,1.4190810121509432,1.4200175941961366,1.4179125422856242,1.4184222607061945,1.4186815871309757,1.4174484221808934,1.4183937483366877,1.418198038256484,1.4181963882549449,1.417745687703932
8100.0,1.4197069799583015,1.4197495403947942,1.4179482130105914,1.4187249629358583,1.4184195523413254,1.4187112581199872,1.4188899215911037,1.4185625224859717,1.4180357073965688,1.4181253466587778,1.4183988778316003
8200.0,1.420516276242644,1.4198502125696308,1.4194220683845022,1.4180424744793925,1.4192174317877826,1.4193012720521716,1.4184532859002161,1.4183140370572858,1.4186326146962773,1.4180222175539925,1.4182570057297696
8300.0,1.4194236689918536,1.418035659576085,1.419070701604835,1.4195552540293601,1.417658344266834,1.4186376544844341,1.4186235013130735,1.4189403589901173,1.4179697743103896,1.418649164419727,1.417666961123242
8400.0,1.4182297298863276,1.4192155249541947,1.4192636047002203,1.4188962623356298,1.418371373952994,1.4189746287076774,1.4191511597039057,1.418339377626879,1.4179694794458706,1.4183058822451213,1.4177718938280428
8500.0,1.4180264812308816,1.4186926378318343,1.4187273650059484,1.4186255886860766,1.4181387610485698,1.4181658610051406,1.4190304925101447,1.4185228077734846,1.4182625823662556,1.4187823314286312,1.4178456121285883
8600.0,1.4183123476280062,1.4190497961944042,1.4192506335090174,1.4183489579452813,1.4188211105881343,1.4186466923545165,1.418485323010615,1.4189327629632114,1.4189035570947914,1.4183388842777076,1.417988111814624
8700.0,1.4187910188930806,1.4189487072803373,1.418958285444082,1.4186786954277661,1.4187886062153163,1.4182801125086437,1.418593881899067,1.4182757549469052,1.4183156347676882,1.4182601341447598,1.417998586929345
8800.0,1.4178744065733921,1.4194527271707476,1.4186103101360246,1.4180516413380242,1.4191179754930061,1.4187081687543674,1.4186243576648796,1.4179398973221355,1.4187726243717376,1.4185911127732975,1.4179358177728933
8900.0,1.4196474555066323,1.4193110860111806,1.4187671576957719,1.418785250075273,1.4191874045854327,1.419041830485463,1.4174606932737666,1.4182751273094518,1.4179313215406177,1.4183202651898832,1.4183939450488239
9e3,1.4197190114183607,1.4185699289010627,1.4188555461344732,1.4188040946656848,1.4184173372227666,1.4185966449768042,1.418439498334169,1.4181017529916022,1.4186657133675336,1.4183776509561603,1.4185671047180233
9100.0,1.4187937718831605,1.4183998955406598,1.4187874850385662,1.4183326674517636,1.4185004391036187,1.4190232187672616,1.4186540868123576,1.4180476180239647,1.418131668822703,1.4185095369126288,1.4188840420490398
9200.0,1.418172385226784,1.4189559863694143,1.4194799438554813,1.4190224757125562,1.4190152362445436,1.4179036122530257,1.4181161913143345,1.4179004858284439,1.418237234276135,1.4181910110114726,1.4180624779129183
9300.0,1.4197968856025578,1.4194747407904138,1.4186185651599248,1.4180230310821234,1.4181837423111188,1.4179268323962047,1.4183202309960563,1.41833867201961,1.4189042615914504,1.4188190365507816,1.4179676289486367
9400.0,1.418652270756164,1.418541282800777,1.4192122997858696,1.4178284377463952,1.4184784065978098,1.4184359292735857,1.4182383873660893,1.4186408937036157,1.4185200158408042,1.4183537336278527,1.4185070471712748
9500.0,1.4187742372500447,1.4186800834108224,1.41852565347041,1.418692088784916,1.4188022630043908,1.4185743852095807,1.4185087059358634,1.418321640764501,1.418002643583534,1.4180205860186017,1.418228393463513
9600.0,1.4189430640469347,1.4189444598214649,1.419416543014315,1.419340589870852,1.4189535926681736,1.418941485293027,1.4186959070778447,1.4183942873430202,1.4189055200435436,1.4177629810222734,1.4179845350086724
9700.0,1.4192215723077293,1.4184193684877857,1.4192766254820153,1.41887072065624,1.4184257984314521,1.4194016033104904,1.4191596216669555,1.4182192033021694,1.4178842519761472,1.4191342065540773,1.4184546707023147
9800.0,1.4187950114023746,1.4171143587221056,1.4185619829859961,1.4179572570025436,1.4187967156380399,1.4186572470370185,1.418694858995796,1.417371771503838,1.4183373317252632,1.4178138728027063,1.4182230676482663
9900.0,1.4196704263606466,1.4191037612367192,1.418682800781583,1.4191640170186846,1.4190126256026767,1.4190441756318974,1.418679053757672,1.4183151732808112,1.417986151278938,1.4177750380923029,1.418189177872
1e4,1.4193926813508713,1.419095477382603,1.4187881172937358,1.4182603967374119,1.4189413215503925,1.418806496225648,1.418661389364521,1.4182244290931398,1.4190767398618451,1.4181569948673505,1.4180907120420758
10100.0,1.4191655581480502,1.418857461330194,1.4193162687474568,1.4182611659031243,1.418686398884691,1.4185324002977275,1.4184477433777851,1.4185694548459407,1.417703035433859,1.4185025290983888,1.417404994466181
10200.0,1.4192446999242527,1.4187725012749155,1.4187481616646993,1.4192351394658098,1.4179741271875737,1.4184249675302636,1.4187060231019903,1.4188084824662974,1.418131210764286,1.4182905304169422,1.4178790256744385
10300.0,1.4178744468029727,1.4189869055797264,1.419288040382351,1.4183398010228423,1.4184419756303497,1.4186914362904282,1.4184269554720585,1.4183803879982462,1.4185152990491174,1.418106564717028,1.4179246738754623
10400.0,1.419490596381569,1.418208772507118,1.4182204888014533,1.4187376231465167,1.4193367934778887,1.4183963461157383,1.4186197224583192,1.4186419445927845,1.4181840533003844,1.4183361409203576,1.418082039529175
10500.0,1.419055782238337,1.419635031392608,1.4194680744695019,1.4185069604630032,1.4180133912268635,1.4181277537633563,1.417948122976994,1.4182185842656923,1.4181574534060002,1.4175602051723766,1.4187600016930637
10600.0,1.419699485623766,1.4180771091463586,1.4184483788240978,1.418446408017741,1.4184027358409868,1.4182446438590215,1.4184162950974044,1.41858909637034,1.4182428892067571,1.4180898712887204,1.4178812431751675
10700.0,1.4190212444353183,1.4187539701959586,1.4189928334021205,1.4188735237917884,1.4186078733769865,1.418672206610554,1.4181438031746327,1.418173931994759,1.4178124506703207,1.4186246007242351,1.4185237684459304
10800.0,1.4192805852405697,1.4195923346431416,1.41917343288776,1.4187838632948664,1.419186985075628,1.4183715399228598,1.418775876035526,1.4178931344170473,1.4182345003497128,1.4189829589207084,1.4177770717192189
10900.0,1.4201418198304738,1.4198245609924105,1.4180717867032662,1.4187692108251297,1.4190404514530013,1.418894450687211,1.418172481543468,1.418317473332717,1.4186289913760328,1.4180737370483811,1.4185206037104559
11e3,1.4180520742700733,1.4197588696540524,1.4185629267043671,1.419095436555823,1.4180303625523965,1.4185003495714927,1.4187105447250223,1.4183217454835317,1.419213668754151,1.4181945965773897,1.4184925592366677
11100.0,1.4191456454320468,1.4189795576783106,1.4181316211183872,1.4193873434590396,1.4184694455454172,1.41853257814075,1.417835556051718,1.4185652470654344,1.4186539768048365,1.4181996197766962,1.4177412295718526
11200.0,1.4194059215695984,1.4185538090071286,1.41853720767161,1.4186359639016524,1.4184700457043597,1.4190770900541247,1.4185123098896535,1.4188175360683624,1.419087223966847,1.4184847639106688,1.4186959798572742
11300.0,1.4195931455557869,1.4194061396166582,1.4182200524609059,1.4189228259999211,1.4181525867125286,1.4184854478871782,1.4180550360360242,1.4186809062420673,1.4182010070682702,1.4182976734929935,1.4184908070033724
11400.0,1.418675172004391,1.4184447330043308,1.41873689880014,1.4182936845814502,1.4188096371563776,1.4184044224402126,1.4185955978601494,1.418275022879593,1.419177527272101,1.4182970721981474,1.4181603188533687
11500.0,1.4190314208390888,1.4180974565714273,1.4191465262705052,1.4183075785224315,1.418822218058956,1.4193468542588266,1.4191452146608168,1.4188548120510132,1.417801131130037,1.4180910512324802,1.4183026814420603
11600.0,1.4190686990225885,1.419056896884136,1.4184058229165788,1.4191095066513706,1.4187373197371358,1.4186340168368157,1.4183483930630747,1.418811102997345,1.4185926524669428,1.418382194969948,1.418390195072554
11700.0,1.4189657566427707,1.4191490971449205,1.4193028721947172,1.4193616843642365,1.4192708692285916,1.41856892999285,1.4189481793671348,1.4183259456063855,1.4188133056495997,1.4184990290167414,1.4182779845165565
11800.0,1.4185966979197397,1.4185019510727381,1.4181702069609412,1.4184900922736483,1.4188172922924813,1.4185865183608697,1.4187661414671935,1.4182863990712675,1.4183805964782423,1.4187787487350103,1.4187922238229358
11900.0,1.4188185261436181,1.419234394980174,1.418656060024832,1.4185291768682644,1.418412713094798,1.419088659646497,1.418340677202527,1.419129674033051,1.4184026327285817,1.418366942464666,1.4186229428610424
12e3,1.4195699145786649,1.418720455997892,1.4193210394491833,1.4192972238063954,1.4187343494659963,1.41806940325256,1.4180609516722051,1.4190200823211145,1.4186041689539735,1.4182241843686059,1.4183814876564187
12100.0,1.4185452863644816,1.4188294813087625,1.418440234667402,1.4194968971355821,1.418705525579208,1.4185891286020245,1.4184076039473978,1.418697214337371,1.418380903438539,1.4182969457539842,1.4183146035415357
12200.0,1.4175598934275795,1.4194333732349504,1.41895629184705,1.4177750007469774,1.4186559855470375,1.418522629357324,1.419523959406965,1.418009291500147,1.4183414167250286,1.417959943018059,1.418231194107265
12300.0,1.418561743118043,1.419611164811729,1.4188095399524099,1.4193092649346217,1.4181155455416363,1.418358987630848,1.4187481796801218,1.4179028136569325,1.4180579865625598,1.4188892937269588,1.4181300016807248
12400.0,1.4181938638456135,1.4181185782162704,1.4182935781190247,1.4185270436790007,1.4186823369856683,1.4186293947303878,1.418832767530194,1.4183772598919921,1.4187108884729616,1.418536151618023,1.4183799700128503
12500.0,1.4184995398146598,1.4199396865872864,1.4191230498985774,1.418566225582478,1.418823768525941,1.4186422158814485,1.4184180770237182,1.4189086290715058,1.4182071915990668,1.4183337736724226,1.4184775393930855
12600.0,1.4187305735132274,1.4181662538353235,1.4188750157739731,1.4192275144959057,1.4189650115088728,1.4192019752631007,1.4189069591147137,1.4182782673405956,1.4188567738249964,1.4180229385384147,1.418218466987371
12700.0,1.4194948061660204,1.4185413794144788,1.4191876734879683,1.4185761436052198,1.4183366155020682,1.418327307052497,1.418369111495894,1.4182854021717457,1.4185106996019112,1.4183567418856022,1.4176521761507872
12800.0,1.4189219572207548,1.4182568546057643,1.4187684526260702,1.4187338129055833,1.4187104568685092,1.4185244396232204,1.4182878831385588,1.4187775338020585,1.4187030949517259,1.4185390276582563,1.4184711658547269
12900.0,1.4187662615118082,1.4186898660548013,1.4191565384440774,1.4189477020349373,1.4186430072862515,1.4185046993575057,1.4184103501580625,1.4189659045768783,1.4186418790923205,1.4184656257201722,1.418057913807204
13e3,1.4186001683213156,1.4185247396522729,1.4189254147400914,1.4182997944905926,1.4182528125273843,1.4185436826873736,1.418038982363432,1.4179455937241539,1.4183553101412507,1.418957801277445,1.4180338299248918
13100.0,1.420452205681509,1.4186275173227851,1.4188292446928321,1.4190527083432274,1.4187891780496529,1.4183730349800006,1.4180164815983944,1.4187127614312096,1.4186284877320823,1.4187905649102255,1.4192352424973074
13200.0,1.418783676444018,1.4182026444365126,1.418198597717858,1.4185812829930453,1.4186849514650484,1.4184826554448424,1.418622141229159,1.41885773544334,1.4184800064322183,1.4181197996186672,1.4183652492591705
13300.0,1.418332954104047,1.4186630352559995,1.419281517612113,1.4192678832449774,1.4187621582847183,1.4186919678471404,1.418831937240867,1.4186046520400695,1.4185643862388304,1.4181907327661456,1.4181677548380391
13400.0,1.4187171987326126,1.4189498769346125,1.4190753807306922,1.4181425515226795,1.4182211745850613,1.4196443196636843,1.4186405529546295,1.4183564253958314,1.4183125429746999,1.4186490195949357,1.4174642431273068
13500.0,1.4181422232715488,1.418298628003862,1.419468791481571,1.4187349362424435,1.4179126722956972,1.418733417310301,1.4185212195856836,1.4185659480840525,1.4185443398807112,1.4181930068578696,1.418620857178101
13600.0,1.4183847340347673,1.4192977148107666,1.4190499519616568,1.4189849814387847,1.4185569870579464,1.4188347582620326,1.419314827582134,1.4187192369908241,1.4182381485295215,1.4181996213738262,1.4179891548121786
13700.0,1.4192328721170389,1.4190865883679329,1.4180707306078595,1.4181838474897943,1.4185588740534787,1.4183362011716296,1.4185776583421912,1.4180948269295244,1.4181942242394612,1.4181938443589996,1.4182330948882431
