n,k=1,k=2,k=3,k=4
9500.0,1.4187742372500447,1.4186800834108224,1.41852565347041,1.418692088784916
9600.0,1.4189430640469347,1.4189444598214649,1.419416543014315,1.419340589870852
9700.0,1.4192215723077293,1.4184193684877857,1.4192766254820153,1.41887072065624
9800.0,1.4187950114023746,1.4171143587221056,1.4185619829859961,1.4179572570025436
9900.0,1.4196704263606466,1.4191037612367192,1.418682800781583,1.4191640170186846
1e4,1.4193926813508713,1.419095477382603,1.4187881172937358,1.4182603967374119
10100.0,1.4191655581480502,1.418857461330194,1.4193162687474568,1.4182611659031243
10200.0,1.4192446999242527,1.4187725012749155,1.4187481616646993,1.4192351394658098
10300.0,1.4178744468029727,1.4189869055797264,1.419288040382351,1.4183398010228423
10400.0,1.419490596381569,1.418208772507118,1.4182204888014533,1.4187376231465167
10500.0,1.419055782238337,1.419635031392608,1.4194680744695019,1.4185069604630032
10600.0,1.419699485623766,1.4180771091463586,1.4184483788240978,1.418446408017741
10700.0,1.4190212444353183,1.4187539701959586,1.4189928334021205,1.4188735237917884
10800.0,1.4192805852405697,1.4195923346431416,1.41917343288776,1.4187838632948664
10900.0,1.4201418198304738,1.4198245609924105,1.4180717867032662,1.4187692108251297
11e3,1.4180520742700733,1.4197588696540524,1.4185629267043671,1.419095436555823
11100.0,1.4191456454320468,1.4189795576783106,1.4181316211183872,1.4193873434590396
11200.0,1.4194059215695984,1.4185538090071286,1.41853720767161,1.4186359639016524
11300.0,1.4195931455557869,1.4194061396166582,1.4182200524609059,1.4189228259999211
11400.0,1.418675172004391,1.4184447330043308,1.41873689880014,1.4182936845814502
11500.0,1.4190314208390888,1.4180974565714273,1.4191465262705052,1.4183075785224315
11600.0,1.4190686990225885,1.419056896884136,1.4184058229165788,1.4191095066513706
11700.0,1.4189657566427707,1.4191490971449205,1.4193028721947172,1.4193616843642365
11800.0,1.4185966979197397,1.4185019510727381,1.4181702069609412,1.4184900922736483
11900.0,1.4188185261436181,1.419234394980174,1.418656060024832,1.4185291768682644
12e3,1.4195699145786649,1.418720455997892,1.4193210394491833,1.4192972238063954
12100.0,1.4185452863644816,1.4188294813087625,1.418440234667402,1.4194968971355821
12200.0,1.4175598934275795,1.4194333732349504,1.41895629184705,1.4177750007469774
12300.0,1.418561743118043,1.419611164811729,1.4188095399524099,1.4193092649346217
12400.0,1.4181938638456135,1.4181185782162704,1.4182935781190247,1.4185270436790007
12500.0,1.4184995398146598,1.4199396865872864,1.4191230498985774,1.418566225582478
12600.0,1.4187305735132274,1.4181662538353235,1.4188750157739731,1.4192275144959057
12700.0,1.4194948061660204,1.4185413794144788,1.4191876734879683,1.4185761436052198
12800.0,1.4189219572207548,1.4182568546057643,1.4187684526260702,1.4187338129055833
12900.0,1.4187662615118082,1.4186898660548013,1.4191565384440774,1.4189477020349373
13e3,1.4186001683213156,1.4185247396522729,1.4189254147400914,1.4182997944905926
13100.0,1.420452205681509,1.4186275173227851,1.4188292446928321,1.4190527083432274
13200.0,1.418783676444018,1.4182026444365126,1.418198597717858,1.4185812829930453
13300.0,1.418332954104047,1.4186630352559995,1.419281517612113,1.4192678832449774
13400.0,1.4187171987326126,1.4189498769346125,1.4190753807306922,1.4181425515226795
13500.0,1.4181422232715488,1.418298628003862,1.419468791481571,1.4187349362424435
13600.0,1.4183847340347673,1.4192977148107666,1.4190499519616568,1.4189849814387847
13700.0,1.4192328721170389,1.4190865883679329,1.4180707306078595,1.4181838474897943
13800.0,1.4192092128467262,1.4190790608940882,1.4191914706095612,1.4190536922219184
13900.0,1.4185576419623591,1.4180994375437834,1.4186440929045865,1.41896499045373
14e3,1.4181498741333964,1.4189796331738642,1.4187863261295808,1.4185650921623094
14100.0,1.4186163118981152,1.4187088973325905,1.4188716925607365,1.4192346564647924
14200.0,1.4193258773860162,1.4190097212367645,1.4193857087360804,1.4190427807574826
14300.0,1.418445852410169,1.4184748425373133,1.4197230290604903,1.4190801851759463
14400.0,1.4182104424546769,1.419221631835214,1.4182155811568833,1.4189073580925005
14500.0,1.4187982286999405,1.4188305530575032,1.4191232435967074,1.418358056570767
14600.0,1.4187490884294425,1.4186201099217135,1.4185859437752157,1.4186439095705805
14700.0,1.4185988773501785,1.4184884135498381,1.4188758759873303,1.4190499212119922
14800.0,1.4185091067832363,1.4186809942489909,1.4188034976126633,1.4184473957914168
14900.0,1.4188601855216878,1.4181642824003056,1.418931136244013,1.4191483607315252
15e3,1.4181515809742837,1.4187197895970975,1.4189697243506307,1.418841065410012
15100.0,1.419566445568232,1.419201873619056,1.4182734488377968,1.4185959009184317
15200.0,1.417859797648683,1.4190740884651416,1.418821495829875,1.4190197389731014
15300.0,1.418709377403658,1.4191036825077339,1.418572963703086,1.4181201942595605
15400.0,1.4196254735269167,1.419293451322127,1.4185058405844055,1.4189551803823945
15500.0,1.419090429517812,1.4185445635915839,1.4185027066852234,1.4185501460789833
15600.0,1.4185291728308471,1.4187256879615795,1.4189561128283095,1.4181931321885242
15700.0,1.4178545333537569,1.4183843962243639,1.4190605129658627,1.4183334356145536
15800.0,1.4203895318150979,1.419450759871775,1.4183077832165754,1.4188547321982514
15900.0,1.4186174067758333,1.4186766979953493,1.4193331030234375,1.4192748661339925
16e3,1.4181759524901145,1.419630861728416,1.4191788008643549,1.4189236216564332
16100.0,1.419096166625523,1.4186661907465383,1.4193525707383365,1.4191950574399037
16200.0,1.4181086375651688,1.4186370697135309,1.418743800824138,1.4187656691464663
16300.0,1.4185106049210374,1.4185838457101418,1.4184240655674165,1.4187819435552373
16400.0,1.4191927189484712,1.4188204314309412,1.418545819675867,1.4183424035012822
16500.0,1.4195470130013907,1.4183416621456704,1.4192286214707566,1.418561061238893
16600.0,1.4191169807905315,1.4190422281755395,1.4185202294528103,1.418604722327879
16700.0,1.4193888576165392,1.4187261566947589,1.4181077892708858,1.4186487464098585
16800.0,1.418301305434686,1.4186244848533056,1.418778360308624,1.419171341134756
16900.0,1.418479775656168,1.4190812394975019,1.4182321486720324,1.4184762953986758
17e3,1.4182695245894497,1.41914255221377,1.4182225113046678,1.419108134921162
17100.0,1.4186050223160132,1.4188266964873735,1.4182924572131248,1.418166683562411
17200.0,1.4182755164784249,1.4185575363551193,1.4187862428739184,1.4185334195216956
17300.0,1.417923008686452,1.4188501335077988,1.4186192708021126,1.4192842026243662
17400.0,1.4188011345415368,1.4188793758092841,1.418699919103129,1.4183343892554796
17500.0,1.4185038889006951,1.4183527870107573,1.4185548916748485,1.4192658459752983
17600.0,1.4199536308075633,1.4187278353703159,1.4180405767537365,1.4190923586819024
17700.0,1.419692573813087,1.4179519748733918,1.4190924898919097,1.418422591144298
17800.0,1.4192244077706972,1.4196829731497926,1.4198492994047056,1.4188984385568317
17900.0,1.4189804660175773,1.419073840054071,1.4185827195786485,1.418988868395112
18e3,1.4192002813073208,1.4191747571503075,1.4189376321358345,1.418740066854126
18100.0,1.4191309153677703,1.4179404018351713,1.4194122425360554,1.4185883604588685
18200.0,1.4193411530755609,1.4189238497522838,1.4187781048527273,1.4184297837083815
18300.0,1.418903745632547,1.4186970909325474,1.4188111030202342,1.4185302553678447
18400.0,1.4198755804571908,1.4185000319941208,1.4188528671345524,1.4188981058899282
18500.0,1.4188829574659767,1.4189211209296864,1.4182667017695034,1.4186076469012936
18600.0,1.4185018963151592,1.4187799472037592,1.418927136059007,1.4184332045551216
18700.0,1.417817239007194,1.4181154836182701,1.4190519752673871,1.4188252593955424
18800.0,1.4186183848005234,1.4188566999680468,1.4187859144767705,1.4181373140839029
18900.0,1.419203285598698,1.4190363340775818,1.4189542877111445,1.418589973824771
19e3,1.4178512890165642,1.4191077909263967,1.4186237103247599,1.4192687950276748
19100.0,1.4195048128627432,1.4191542603020209,1.4188176415186609,1.419197572253633
19200.0,1.4181920101619896,1.4186118658050662,1.418388330066334,1.4184838367215606
19300.0,1.4185504355955576,1.4184547287594858,1.418912205848614,1.418712683591807
19400.0,1.4195502445563914,1.418436246711305,1.418622377696485,1.4186057889517114
19500.0,1.4192285180856716,1.419677830098146,1.4188442940411994,1.4186034111103472
19600.0,1.4190355505878685,1.4190012011727662,1.4188066761133482,1.418808335943352
19700.0,1.4187012470430047,1.4191572228219291,1.4185891847092402,1.4186296481052922
19800.0,1.419490270348411,1.4190012857297638,1.4180962124276304,1.4186816703633949
19900.0,1.4194236442397135,1.4191576186832398,1.4185182351723395,1.4188908408696068
2e4,1.41894204163748,1.419125169181986,1.4189122860232732,1.4187048749874265
20100.0,1.4191971015167961,1.4187446119296527,1.4190960934006192,1.4192246776802728
20200.0,1.4189905023173344,1.4184219519778114,1.418797997510727,1.419055843044746
20300.0,1.4186495206836307,1.4185392814328925,1.4192249788499507,1.419122391660703
20400.0,1.4194659964763994,1.419266495321473,1.4183911758930696,1.4189039558552683
20500.0,1.4191589862861314,1.4189955163065378,1.419119255575559,1.418162255217068
20600.0,1.4190531459626234,1.418157446950023,1.4187660723930784,1.418638663360855
20700.0,1.4191014232335015,1.418261959195048,1.419044034709739,1.4190957490607439
20800.0,1.4182394400137428,1.4186859445681945,1.418693503355489,1.4191671375249626
20900.0,1.4183168377413837,1.418711873779676,1.4188087311644404,1.418619760619577
21e3,1.4186435480917372,1.4192715261873592,1.4184311853739555,1.4189402816140764
21100.0,1.4180665596559296,1.4186877120253225,1.4189555690900773,1.4188999850111372
21200.0,1.4187353036708223,1.4182534285542656,1.4187572624529348,1.4186728850775232
21300.0,1.4188587105142458,1.418455056911114,1.4193378251094455,1.4186395292488898
21400.0,1.418712456590558,1.4191401756749136,1.4193827936425083,1.41926013763024
21500.0,1.4190295772071044,1.4188306791291994,1.4186056899736117,1.4184737152667246
21600.0,1.4181324408959255,1.4185515899345669,1.4187210871823908,1.4184051025944044
21700.0,1.41777452526516,1.4185585789624147,1.4180485412605608,1.4186345412516803
21800.0,1.4188312917974846,1.4191516475637744,1.4186021358811707,1.418786414948609
21900.0,1.4186763361289947,1.4194142006122985,1.4187873929861152,1.4184553605984003
22e3,1.4198891879213908,1.4186742037455218,1.419148229822641,1.4184856796093768
22100.0,1.4198651882379596,1.418859327912826,1.418833413539198,1.4187821469871085
22200.0,1.4177054998225331,1.4189132870452819,1.4190715340487727,1.4188910775180832
22300.0,1.4193004340064344,1.4189601568622527,1.418645052416814,1.4195128082687383
22400.0,1.418464349311348,1.4185335438006519,1.4193510848112332,1.4185376856116039
22500.0,1.4183196656725643,1.4189557776853936,1.4187735173429346,1.4189416155529073
22600.0,1.4189247378426806,1.4188056105329936,1.418733372358032,1.4190212223296388
22700.0,1.4185164785066724,1.4187802536039298,1.4186720325807483,1.4187296936445155
22800.0,1.4190855206287203,1.4185964056656897,1.4188324158051677,1.4181829393865724
22900.0,1.4180846881986544,1.4189654790143695,1.4190694606243457,1.4184529670027957
23e3,1.4184414493210027,1.4185511398090582,1.4189040052001893,1.4188945806218771
23100.0,1.4180765420386936,1.4192327753242509,1.419107455650727,1.4189166542604104
23200.0,1.4195670804775535,1.4193265493518001,1.4184712409596694,1.419225001114674
23300.0,1.418624030840525,1.4188901168159207,1.4189428761805274,1.4190121114015257
23400.0,1.4196329539575316,1.4189180585933538,1.4189601802089642,1.4179597336169878
23500.0,1.4190360593539821,1.4184053110780002,1.4191207475732628,1.4187660064548733
23600.0,1.4182779178951497,1.4186407168488073,1.4188365894981558,1.4190229155478362
23700.0,1.4189486755646965,1.4186588350015508,1.4190326262935171,1.4187835351846305
23800.0,1.4192773028103292,1.418913491127185,1.4189218876785297,1.4189126041472073
23900.0,1.4189158547831366,1.418968735943359,1.4189996625917944,1.4186767527095274
24e3,1.419335169361109,1.4186896583389224,1.4191025388831027,1.418605623077676
24100.0,1.419248022951841,1.4187139799191193,1.419347753415964,1.418923132142519
24200.0,1.4194784803073004,1.4186439945769593,1.418733475104523,1.4186631789886905
24300.0,1.418823807016573,1.4190319431455316,1.4188016244874788,1.418491275702744
24400.0,1.4189717303567886,1.4186889508936054,1.4188123722550536,1.4183196705004517
24500.0,1.4192671837242115,1.4195516884970185,1.418786972162693,1.4188554612885782
24600.0,1.4186706339404227,1.4189017716663437,1.4182457736051792,1.4188761856369196
24700.0,1.4186733068355895,1.4183462587599631,1.4184000361254991,1.4188207358373945
24800.0,1.419801850465671,1.4190439712332235,1.4185535507715328,1.4184719213587376
24900.0,1.4187680262008722,1.4194105654406335,1.4187851666223317,1.4186850136986395
25e3,1.4183073598866216,1.418929376581342,1.418944107579841,1.418772866858173
25100.0,1.4197345737175802,1.4185385265150983,1.4189784160727281,1.4190120797828392
25200.0,1.4187853890342974,1.4186007037601205,1.4186002057092204,1.4186898556160201
25300.0,1.4194072147935584,1.4193116892115505,1.4190237179954264,1.41867443229441
25400.0,1.4182944504810222,1.4192944095215103,1.4187261109560447,1.4188628669692065
25500.0,1.4182612072994476,1.419038939879003,1.418830884441479,1.4188648897690812
25600.0,1.4189114540322594,1.4191278872460584,1.419054060355417,1.4186190337916806
25700.0,1.419504066117259,1.418379915158949,1.4187655506482628,1.4182856723716712
25800.0,1.419253440513665,1.4191759806546589,1.4194395132402453,1.418619879924213
25900.0,1.41916952044659,1.419313579480726,1.4184639652417823,1.418794556101025
26e3,1.418968372209212,1.4189296532212885,1.4185680735013353,1.4189833802080976
26100.0,1.418465908425141,1.4187677758152144,1.4191047247734598,1.4184843080714298
26200.0,1.4190048325934612,1.4187558044479875,1.419013235837438,1.4186833435350659
26300.0,1.4187964906771335,1.4191702750838282,1.418649912935379,1.4187569973147631
26400.0,1.4187456767390243,1.419092742980982,1.4189756241832254,1.418961680437628
26500.0,1.4176222133666605,1.4190083222567107,1.4190374181592431,1.4185999377033887
26600.0,1.4180908822433742,1.4183597784467612,1.4189809407366325,1.4191028822738811
26700.0,1.4192300667815145,1.4186467322669345,1.4191608567785279,1.4190020415243123
26800.0,1.4184397673649456,1.4187833685517512,1.4188432869491396,1.4188311606848016
26900.0,1.4194295736268159,1.419263930303035,1.4184286474836163,1.4188479402604788
27e3,1.418570945694392,1.4186418987394007,1.4190697018480845,1.4191335341464881
27100.0,1.4188172281659177,1.418548872410556,1.4193359332222986,1.418712118172268
27200.0,1.41946246900886,1.4193362648839474,1.4191443414599214,1.4185312352455324
27300.0,1.419366065721637,1.4189102271489913,1.4190549744467646,1.418518516423077
27400.0,1.4189844947657804,1.418622536893789,1.418531955785249,1.4188182916736927
27500.0,1.4189986905870438,1.419044069245637,1.4190684603118742,1.418517215250346
27600.0,1.4192159231443062,1.4184713200445713,1.4183466267045108,1.4185603044896875
27700.0,1.419350017891558,1.4183013587577151,1.4188536564165213,1.4185531619682765
27800.0,1.4188744508474604,1.4188442592905937,1.4189033125880246,1.4184762788359173
27900.0,1.418986824918491,1.418263386472808,1.4189841679063397,1.4184742291084564
28e3,1.418695867333098,1.4184615239526983,1.418891465664174,1.4186061359292954
28100.0,1.4183411204223804,1.4185600493995867,1.4187980649098542,1.4187344033417828
28200.0,1.4187565740270585,1.4188684219102856,1.4195308411402048,1.419030135879124
28300.0,1.4190382408131745,1.4186500428901638,1.41905004740496,1.4191738999262948
28400.0,1.4193763350225268,1.4189853974952575,1.418485112641618,1.418804500645602
28500.0,1.4194464516495513,1.4190760474002853,1.4188225485204848,1.4188067714585322
28600.0,1.4192571609958835,1.4188202476655747,1.4188270363938467,1.4186563049342513
28700.0,1.417771383406045,1.4188741986336786,1.418016529675127,1.4185056656983333
28800.0,1.4193265716015233,1.4191757840280754,1.4185910985865238,1.419025897671599
28900.0,1.4188826733339928,1.4190761913928762,1.4187250702770953,1.419056971664532
29e3,1.4198731739947075,1.418678605280836,1.4187479030759438,1.4187769946702913
29100.0,1.419511260459837,1.4185531506981528,1.4182853242459248,1.418940674236187
29200.0,1.4186660518353487,1.4191035282792575,1.4187197777069238,1.4188979074476846
29300.0,1.4184300745827851,1.4189442029539452,1.4187469846585254,1.4184503719550723
29400.0,1.4183834207987704,1.418480198784737,1.4193632759675427,1.4182655431889661
29500.0,1.418418505829617,1.4198580183191152,1.4193677561016194,1.4186830414201597
29600.0,1.4196974569959873,1.4185898607823266,1.418686751266859,1.4190018916472045
29700.0,1.4187060781318441,1.4194420607103608,1.4188958036278845,1.4188681597489272
29800.0,1.4194935101683126,1.418387041998611,1.4188467852787752,1.4188092289957561
29900.0,1.4191457337465536,1.4184617622891507,1.419189551042011,1.4184011718658354
3e4,1.4190623453947104,1.4190587693283812,1.418882302000835,1.4184189536351075
30100.0,1.4187638980960713,1.4182037328502124,1.418727691559156,1.4189644436646711
30200.0,1.4187598758948445,1.4185317849770662,1.4187166428271216,1.4187317580058696
30300.0,1.4186986414254192,1.4190741305732948,1.4188336864233955,1.4190335027884697
30400.0,1.4184632820342336,1.4190378832264279,1.4192431865444122,1.418584856137943
30500.0,1.4192519947797446,1.4195649953312148,1.4186117804972207,1.4189366846551
30600.0,1.4182578735102627,1.4189357422521405,1.41921564236396,1.418751372045629
30700.0,1.4189199661223477,1.4187542473131762,1.4188545340825964,1.4191603234872487
30800.0,1.4187929684884322,1.418576981401036,1.419264958403499,1.4192284021281334
30900.0,1.4191713511331792,1.4197009636499829,1.4189638880731636,1.4184949783381244
31e3,1.4189312728876773,1.4188685557079892,1.4192423192004346,1.4188551797487652
31100.0,1.4196607567247583,1.4184844492585627,1.4184849507743977,1.418522934050504
31200.0,1.4182221741640921,1.4192165249797308,1.4193660457302821,1.4190737691219044
31300.0,1.4189640454165293,1.4189518341669078,1.41925817379103,1.4190765912780983
31400.0,1.4197920516099753,1.4192828759032499,1.419329052209934,1.4186847359492265
31500.0,1.4184935990942404,1.4188608662245545,1.4192601611837372,1.4189779248092578
31600.0,1.4195428209825571,1.4187329691064368,1.4193656553864733,1.4183731738528245
31700.0,1.419316747806506,1.4192107587305707,1.4183865009773515,1.4192134571082005
31800.0,1.4186730352153984,1.4191498480944393,1.4185817509651981,1.4184908490048542
31900.0,1.4186313156716466,1.4188283962184687,1.4187950874695086,1.4187106207000426
32e3,1.4185063240819669,1.418572978973747,1.4191962495794268,1.4189229683343147
32100.0,1.418138461024718,1.419243155934461,1.4192513894063237,1.419002980319365
32200.0,1.4190982345196903,1.418655121784795,1.4189493004311409,1.41828973203386
32300.0,1.4180995578605682,1.4188213992820118,1.4190287953572844,1.4193697101513412
32400.0,1.418863913680434,1.4187150019043018,1.419057756778082,1.4185173585470783
32500.0,1.4191923185337374,1.4187664977512306,1.4185848508160308,1.4188017418574486
32600.0,1.419397026868271,1.4188153698628418,1.419093662853915,1.4189199497724767
32700.0,1.418500260954121,1.4189187549320947,1.41876553674475,1.4187342859898098
32800.0,1.418200967515821,1.4193574068135806,1.4188350284088218,1.4186152122432671
32900.0,1.4191630735106617,1.4194037557511203,1.4189633189243713,1.4185501663800801
33e3,1.419223694156588,1.4190890797964293,1.4188109932516901,1.4189931444892079
33100.0,1.4190635334026274,1.4180492534497182,1.4186703989599385,1.4189976822664128
33200.0,1.4189440049154214,1.4189800381515172,1.4184593901487283,1.4189504790202916
33300.0,1.4185391442039033,1.418568087227153,1.4189226737059109,1.418733694532133
33400.0,1.4191602377253556,1.41867333670744,1.418632110221104,1.4189453872322697
33500.0,1.4192242434309559,1.4191081459934094,1.4190855312548103,1.4188585925484447
33600.0,1.4189004265987624,1.4185588581715254,1.4189664460465603,1.4188174768303694
33700.0,1.4188701316047934,1.418792026381017,1.4185530269178226,1.4182226553765382
33800.0,1.4192078034793756,1.4190657069165102,1.4184125674107049,1.4188267750583863
33900.0,1.419246338765557,1.4192767096015284,1.418918367636403,1.4189031036469886
34e3,1.419924687843244,1.4187739106488322,1.4189631297441039,1.4191496624260722
34100.0,1.4187497622746914,1.4185173630950771,1.4182615958872327,1.4188382435505476
34200.0,1.4190234211343202,1.4186949266346482,1.4186917188566752,1.4188270001052974
34300.0,1.4186883077191283,1.418659201721222,1.4187376077052023,1.4183522801483814
34400.0,1.4187517144998478,1.4189451577220111,1.419079737784732,1.418480864181354
34500.0,1.4190220273637166,1.4188669992489646,1.418794666902905,1.4187736202585084
34600.0,1.4192278997098517,1.4186772891993196,1.4189462169195406,1.419127232976992
34700.0,1.4191525881123042,1.4184035831503434,1.4183750961048731,1.4185976654432317
34800.0,1.4184551883376906,1.4182735702701497,1.4188444309183819,1.4184582442964302
