n,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11
7800.0,-Inf,1.6931438137810628,1.6935826149555158,1.6931878245581038,1.6928888741452135,1.693414799843485,1.693003060526337,1.693772436861011,1.6924045588154262,1.6938218283907536,1.6931892252646334
7900.0,-Inf,1.6933109857000908,1.6931240481785845,1.6930944321963706,1.6932763496539254,1.692392971188593,1.6930079496344963,1.6931083477821027,1.6921934662312266,1.6939574610280552,1.6926243557677905
8e3,-Inf,1.692254177054283,1.6930561393300005,1.6924816309798825,1.6933279817462357,1.6929305655357052,1.6932319962527183,1.6929283454640678,1.692830709419061,1.69337797423447,1.693130600606535
8100.0,-Inf,1.693293407969908,1.6925691283344693,1.693902010127341,1.6931451366856678,1.6927341139786216,1.692474041785652,1.6924574718845034,1.6946522353330151,1.6925564894730065,1.6936019060678196
8200.0,-Inf,1.693830677742472,1.6941623309437048,1.692096193172677,1.691487624382248,1.692257657769828,1.693600759555338,1.692271929411815,1.6931676136096088,1.6925121521967952,1.69314093375656
8300.0,-Inf,1.6912464812760952,1.693113494206104,1.6940000008272231,1.692676894773717,1.6934186720576572,1.6934859174490322,1.6926744019377387,1.6935971329110642,1.6923171693128762,1.6925727978381797
8400.0,-Inf,1.6934632196113546,1.6940525894156062,1.6934407472401352,1.693765259285977,1.6925648679033083,1.6929357397260514,1.6932099762342823,1.6929614729215166,1.6925193051469665,1.6935278842786667
8500.0,-Inf,1.6926131125343953,1.6931732328704547,1.6922472489324178,1.69287835130132,1.6933050519152824,1.6935281520757186,1.6925495697971018,1.6932638797594388,1.6927869761484222,1.693127668180551
8600.0,-Inf,1.692823154279055,1.6922482936781018,1.693334043644933,1.6927610128250536,1.6924662788100917,1.694173553407801,1.6944846550199197,1.692749812491873,1.6927921963711785,1.6926260180840855
8700.0,-Inf,1.6931206205691618,1.6929850686615724,1.6928481530937047,1.6934341468743634,1.6917180228315336,1.6927782240636855,1.6935851498628176,1.6933254772245265,1.693182795653807,1.692727184329414
8800.0,-Inf,1.693197292085788,1.6937910024429434,1.6935889609630954,1.6934382075320515,1.6937555502979034,1.692711932106806,1.6932088034693296,1.6927979963331812,1.6926993964558885,1.6928486274244567
8900.0,-Inf,1.6936313413700308,1.6927322317364266,1.693843446059395,1.6941396815344356,1.6938972409428796,1.6928256808710362,1.6930686983387935,1.6921541813879328,1.69443419062392,1.6932991559778832
9e3,-Inf,1.6936988129473045,1.6929836121894974,1.6921226894265784,1.6925384385890991,1.6925705192534515,1.693419406414152,1.6935767024841029,1.6937783786416083,1.6923550066355977,1.6933554209130603
9100.0,-Inf,1.6921843698951855,1.6933751589008235,1.6930737676881105,1.6931087391811315,1.6930385596331452,1.6929766155110815,1.692338365791927,1.6935959011664188,1.6936488981616094,1.6930961120716097
9200.0,-Inf,1.691560121834678,1.6929261898632437,1.6922080671368074,1.6936065814969503,1.6932945088506528,1.6939691886242274,1.6930181383632132,1.693619149901133,1.6932042294445524,1.6925074044278734
9300.0,-Inf,1.693065678376243,1.6926455414231467,1.6934297961986005,1.6934344145546967,1.692688628283492,1.6912815253405904,1.6924549433999585,1.6923407006654638,1.693982016730598,1.6924018797216425
9400.0,-Inf,1.6925952485631435,1.6922788560739317,1.6932479228556905,1.6926525795160694,1.6936922763115156,1.6940747193350514,1.6933423932868632,1.692862008077367,1.6927021451803783,1.6931294811402127
9500.0,-Inf,1.6928877102812354,1.692473628053414,1.6925975567880605,1.692562093909301,1.6930558027948155,1.6929865678521514,1.6934626856741706,1.6933292376834916,1.6926828882492502,1.6934243285242148
9600.0,-Inf,1.694070323089353,1.6933933191693995,1.6929933996432556,1.693588529396942,1.6932482801424047,1.6930792189000214,1.6934364489753477,1.6926782002672642,1.6934970173502215,1.6925590854150052
9700.0,-Inf,1.6926526311140468,1.6935171134086193,1.6921729115755475,1.693051652166633,1.6922953495014,1.6928839006425696,1.6929764530796865,1.6935790947367688,1.6935199826607443,1.692740243777832
9800.0,-Inf,1.6932914676547337,1.6920779717415755,1.6932322813359355,1.6930223061173186,1.693161922243919,1.693916178743297,1.6928018243136702,1.693340019475067,1.6919907664432743,1.6932311404511908
9900.0,-Inf,1.6932282627502253,1.6925881441515649,1.6933908094669852,1.693051860508702,1.6931510441281128,1.6937250607082277,1.6932906062687325,1.6919213564244702,1.6923700291678092,1.6926200481621378
1e4,-Inf,1.6919818594603602,1.6937970677213474,1.6936037490084166,1.6929114970401353,1.6927955392740126,1.6924699188241972,1.6937891349663972,1.6933984178226822,1.6931242717797583,1.6915768798333335
10100.0,-Inf,1.69332389582532,1.6934424291217203,1.6932932613805451,1.6927741081700831,1.6940306637024727,1.6928543443190465,1.6932409800983814,1.6929738803804628,1.6929970248676918,1.6922298910175702
10200.0,-Inf,1.6923544402350785,1.6936463431447846,1.6930696238802214,1.6940812116158386,1.693009696470113,1.6926633469107473,1.6938957639436496,1.693042859518046,1.692819356331721,1.693130984723251
10300.0,-Inf,1.692629495846996,1.6937628728113363,1.6927458146909002,1.6921495662858532,1.6934645415402565,1.6934289588755216,1.6925602283088346,1.6923747992365512,1.6930565598915979,1.6926719237027272
10400.0,-Inf,1.6930559579221933,1.6929302483226158,1.6937545621549817,1.6923255308161094,1.6935972457987192,1.6933241294180006,1.6929322798779338,1.6934742824250342,1.6930785962324506,1.6937840648370137
10500.0,-Inf,1.6922193988479488,1.6928597239917298,1.69328536610049,1.6925842709162935,1.6930107244680777,1.6933926646956003,1.6930697196631763,1.6927187704973052,1.6930263768711415,1.6930539532697384
10600.0,-Inf,1.6932227523837633,1.693032735632064,1.6922898079775095,1.69333537019587,1.69284608805494,1.6928112995953977,1.6932544737012456,1.6929815677186832,1.6934882198635755,1.693584506541101
10700.0,-Inf,1.6927519469931707,1.6927570711380227,1.6927759658166726,1.6928787876560099,1.6929265396707727,1.6928335460910096,1.6931591794746381,1.6925149305806517,1.6925043989728927,1.6937580231234233
10800.0,-Inf,1.6937004376489673,1.6925479358486228,1.6933641475010344,1.6930149367410992,1.6930490513741625,1.6926214774953987,1.6927295326828684,1.6921013003859477,1.6931949025905004,1.6932181459336932
10900.0,-Inf,1.6927126992141546,1.69245654777318,1.6924540504329657,1.6937230777657422,1.693009851669478,1.692456564455863,1.6937451341083654,1.6929946680123849,1.6924803148339722,1.6931465315891265
11e3,-Inf,1.6932873734356162,1.6930426181867784,1.693920548074861,1.693314118333315,1.6926386470930814,1.6926002019720936,1.692495305511477,1.6935520173925744,1.6927287604241106,1.6933516500221022
11100.0,-Inf,1.6927400572886642,1.6931311261990114,1.6932195094296014,1.6932388601519628,1.6928384124459428,1.6929348406804607,1.693507533587379,1.6928057958377438,1.6936274289480462,1.692742952118537
11200.0,-Inf,1.6933567833914345,1.6924316863518207,1.693567197135919,1.6930961753912803,1.6927295343402393,1.6912375439886145,1.6935986296847243,1.6933755390263143,1.6926132487702055,1.6927880980602115
11300.0,-Inf,1.693653539757815,1.6917409682310935,1.6922315650785071,1.6925541514306175,1.692776328959382,1.693034825145235,1.6921977489697695,1.692631449360915,1.6933837979822883,1.6932376567232676
11400.0,-Inf,1.6917792756894028,1.69382373735578,1.6937997306594388,1.6934072675157474,1.6935800710499875,1.692844748360095,1.693164147096198,1.6929344277168308,1.693411372069973,1.6927962208669929
11500.0,-Inf,1.693767970641613,1.6928661047832272,1.693218262210343,1.6928612918637485,1.6929814315888938,1.6930902305721183,1.6932198125442925,1.6931179202660798,1.6941817891725541,1.6932743335561518
11600.0,-Inf,1.69415569316623,1.6919900230895124,1.6925144482735368,1.6926189222626706,1.6939290956004298,1.6925769184095125,1.6925356537108736,1.6931645957909287,1.6925810560059837,1.6929794641623392
11700.0,-Inf,1.693421244055311,1.6925786277978816,1.6928686075726294,1.6933850642934312,1.6933551082522798,1.6932859536546936,1.6934791009000691,1.6929816586566322,1.6931281769368636,1.6927562151230622
11800.0,-Inf,1.6925258729729222,1.6929018263895765,1.6928342753232086,1.6925913802221764,1.6933937946385376,1.6921324975807668,1.6929613837657407,1.6930487893315054,1.6931568788078686,1.6925495150605392
11900.0,-Inf,1.6927693106387394,1.692830260518895,1.6931247823546731,1.693735785852847,1.6932108509155697,1.6928173313696784,1.6941536122527934,1.6925733064899364,1.693173587548751,1.6932152841926815
12e3,-Inf,1.6942919764735653,1.692713137808143,1.6925602174428,1.693119515357241,1.6925208139325734,1.6932720993991504,1.693266506129771,1.6928415397279104,1.6926671331899423,1.693408704111005
12100.0,-Inf,1.6929273422011042,1.6927027436584914,1.6928135645367914,1.6933717011512457,1.6927080707513948,1.6921833358857086,1.6929123260056371,1.6927349522084538,1.6921452283635565,1.6933419178774043
12200.0,-Inf,1.6928753706641728,1.6933683678375917,1.692678449751689,1.6935671511808734,1.6927687756382197,1.6924284733132027,1.692940497773896,1.6928663665842423,1.6933329221575242,1.693114162896319
12300.0,-Inf,1.693070896416199,1.6940268092112662,1.6924575789339293,1.693304730197494,1.693267685839811,1.692969247834745,1.6931248702428212,1.693637237665682,1.6930222812522466,1.6923758271705203
12400.0,-Inf,1.6926453000836894,1.692273587286855,1.6929149451457954,1.6928981824751446,1.6925956619631368,1.6924006784961132,1.6927643585603114,1.6931978130164531,1.692178332623444,1.6928368324551746
12500.0,-Inf,1.6927140131114893,1.6927305020911856,1.693194951947871,1.6930614882267991,1.6927267253823124,1.6931235298149423,1.692425341847952,1.6930431731756097,1.6933686533087136,1.6924455702113284
12600.0,-Inf,1.6931682950981195,1.6930822551337528,1.6933933344156868,1.6932421572379033,1.693057704852203,1.6928169851548311,1.6930385946985531,1.6937116878355778,1.69279696776618,1.6929225733705724
12700.0,-Inf,1.6928167325353602,1.6930565163799833,1.6927987422259985,1.6937068221857077,1.6933863909639033,1.6926767726675225,1.6935310059563347,1.6931074507740644,1.693738051943527,1.6928030053494347
12800.0,-Inf,1.6926925738186491,1.6933521498948878,1.692404675041041,1.6936911199787308,1.6927593604262592,1.6933488766013929,1.6931580172227076,1.6936689005873489,1.693238173422012,1.6928704815357984
12900.0,-Inf,1.6929211295098736,1.6921966214496476,1.6930211599288465,1.6928675888505724,1.6924040867309116,1.6932524153152928,1.692555322731315,1.6928632531019685,1.6928594080313466,1.6933291815389722
13e3,-Inf,1.6934536167436856,1.6931030817170691,1.6933644749941805,1.6934242342623658,1.6931189939788776,1.6920535502566552,1.693138053420103,1.6928720769262762,1.692720853705019,1.6929614410260567
13100.0,-Inf,1.6928433416060615,1.6923498025912098,1.6931612843807418,1.6933049587992361,1.6928006718354753,1.6931439327334592,1.6934282761450716,1.6920301182553648,1.692312799246599,1.6927962242555472
13200.0,-Inf,1.6924577658500828,1.6921550296701653,1.6930995261593262,1.6930126264906709,1.6927133861001538,1.6924578625227447,1.6930576257824899,1.693259880144082,1.6928544561449965,1.6927587158642563
13300.0,-Inf,1.693175938990235,1.6936356286504632,1.6929741221678012,1.6928354682442281,1.6932624414670656,1.6930903644338173,1.6928237442707135,1.6929271180575234,1.6924965399720044,1.6927400526298886
13400.0,-Inf,1.6927325691996538,1.6932660065042315,1.6927644749137847,1.693244992752541,1.6935891736944584,1.6930079272425076,1.6931874451135547,1.6931550378596476,1.6928151949225478,1.6921560027724607
13500.0,-Inf,1.6931355748560846,1.692322422228523,1.6932284583992039,1.6926713543244307,1.6929190312774867,1.6925735079609363,1.6929062657212524,1.6940110576905933,1.69355241938848,1.6926691188590623
13600.0,-Inf,1.692295744009981,1.6933116844361675,1.692956229913941,1.6929185816714627,1.693538384323655,1.6932723030828059,1.6938218585112363,1.6933375354921094,1.6931549112486193,1.6930712039251883
13700.0,-Inf,1.6929253232393713,1.6927183828013361,1.693703583300872,1.6926866273178334,1.6930076683705506,1.693913670915007,1.6934837869678088,1.6926162232645507,1.6932749813922594,1.6931453462678865
13800.0,-Inf,1.693307694685585,1.6932735023719765,1.6927977452202634,1.6932751505548467,1.693422945500809,1.6930741253607626,1.6933079414110928,1.6923265597262664,1.6931797582391042,1.6927712497570035
13900.0,-Inf,1.6926930105593632,1.6936355966524175,1.6932410384112124,1.6933053982536643,1.6933224098468276,1.6925333833140417,1.69267764073991,1.6929303095891344,1.693555384017528,1.6927594141936129
14e3,-Inf,1.6927693252117912,1.6934869311840195,1.6935657953846177,1.692432822414152,1.6927615621064356,1.692468971484914,1.6929833769866072,1.6930677041753956,1.6930270557144496,1.6935709960683565
