n,Ent.x,Ent.y,Ent
5100.0,-Inf,4.605103665241629,4.605880800196793
5200.0,-Inf,4.606396469830875,4.605609862889489
5300.0,-Inf,4.6051536241298665,4.605056305869155
5400.0,-Inf,4.605255853555157,4.605779767685781
5500.0,4.604123004791642,4.605416048045471,4.605853669031458
5600.0,-Inf,4.6050294317347555,4.6051571239446245
5700.0,-Inf,4.6051020459494065,4.605657896581103
5800.0,-Inf,4.605511441711171,4.605676005024818
5900.0,-Inf,4.60622323686616,4.6060864912928565
6e3,-Inf,4.60480169694483,4.605519434380461
6100.0,-Inf,4.6050911380657356,4.605218874593398
6200.0,-Inf,4.6042780613021455,4.605735677778873
6300.0,-Inf,4.604732969480452,4.605510006323043
6400.0,-Inf,4.604747604868279,4.604924121314988
6500.0,-Inf,4.605007227285903,4.6045953050782105
6600.0,-Inf,4.60522958273046,4.60511650348504
6700.0,-Inf,4.605680968805398,4.604917328479165
6800.0,-Inf,4.605492116880685,4.605003121500476
6900.0,-Inf,4.6041177059883855,4.6052474054331265
7e3,-Inf,4.605020792392061,4.606302688700677
7100.0,-Inf,4.604822271312827,4.604890230160594
7200.0,-Inf,4.604789063673252,4.605035367041348
7300.0,-Inf,4.6047474025096475,4.605642795920572
7400.0,-Inf,4.604548556463866,4.605445351392995
7500.0,-Inf,4.605127866176567,4.604939874950051
7600.0,-Inf,4.605495185782451,4.605447302074352
7700.0,-Inf,4.6054038727704745,4.605289035295389
7800.0,-Inf,4.604615537587807,4.605466361608295
7900.0,-Inf,4.605125047270685,4.605139251541614
8e3,-Inf,4.605278733788009,4.605089872959532
8100.0,-Inf,4.605590558547986,4.604824326799845
8200.0,-Inf,4.604833719912829,4.605370727065237
8300.0,-Inf,4.60537872717826,4.6054120287254845
8400.0,-Inf,4.606137930050934,4.605413817732444
8500.0,-Inf,4.6053886346682535,4.605305772593154
8600.0,-Inf,4.605691209222678,4.605429313695047
8700.0,-Inf,4.6053139678881685,4.604865089515993
8800.0,-Inf,4.605508135937901,4.605639432710631
8900.0,-Inf,4.6052021361611875,4.605327157005398
9e3,-Inf,4.6051437336840655,4.604856071750092
9100.0,-Inf,4.604164033574824,4.604413072498572
9200.0,-Inf,4.605132129442916,4.605120394712424
9300.0,-Inf,4.606347092107657,4.604745055219755
9400.0,-Inf,4.605303144870471,4.605078942533911
9500.0,-Inf,4.605043048788667,4.6049270907202695
9600.0,-Inf,4.605529111286303,4.605313831557523
9700.0,-Inf,4.604932640450734,4.6050090264926915
9800.0,-Inf,4.6056629292195534,4.605623549084321
9900.0,-Inf,4.605763101847293,4.6053290535949944
1e4,-Inf,4.605074438953343,4.605213210217235
10100.0,-Inf,4.60481589453496,4.604828163585323
10200.0,-Inf,4.605352804569301,4.605288498735813
10300.0,-Inf,4.605946301347986,4.605071666690498
10400.0,-Inf,4.605322826712537,4.605364889250762
10500.0,-Inf,4.604976694082299,4.6061916468404265
10600.0,-Inf,4.604938248020394,4.605600614323181
10700.0,-Inf,4.605278547315838,4.605518540702707
10800.0,-Inf,4.605770806945937,4.605337273646226
10900.0,-Inf,4.605088969793014,4.604791262741804
11e3,-Inf,4.605327646998744,4.6055588411419555
11100.0,-Inf,4.604319218478191,4.605110559989992
11200.0,-Inf,4.605072349465934,4.604524560610416
11300.0,-Inf,4.605031419346419,4.604654356276409
11400.0,-Inf,4.6050371601386635,4.605308271772185
11500.0,-Inf,4.606500324116752,4.604825217216939
11600.0,-Inf,4.605294294831245,4.605684132135117
11700.0,-Inf,4.6047581503459485,4.605341585262311
11800.0,-Inf,4.605796891959838,4.605200921130387
11900.0,-Inf,4.60502333149832,4.605041348083438
12e3,-Inf,4.605151058338629,4.605892334553707
12100.0,-Inf,4.604634373344522,4.6050961735921945
12200.0,-Inf,4.604778718798136,4.605365260343522
12300.0,-Inf,4.605761935884882,4.605033049971559
12400.0,-Inf,4.605199914542136,4.605051873080545
12500.0,-Inf,4.6053711885672834,4.605091344474746
12600.0,-Inf,4.605189821919966,4.605574472664765
12700.0,-Inf,4.605607616644152,4.6052454453017075
12800.0,-Inf,4.605299279460407,4.604818355806651
12900.0,-Inf,4.605250976347278,4.605095427431924
13e3,-Inf,4.605495343868118,4.604914873031093
13100.0,-Inf,4.605590515033937,4.605721827547413
13200.0,-Inf,4.605145716602505,4.605698660490571
13300.0,-Inf,4.60492779284969,4.604984828027328
13400.0,-Inf,4.604528903545716,4.605246195229383
13500.0,-Inf,4.605227976843042,4.60537471477342
13600.0,-Inf,4.605738268785476,4.605478072791704
13700.0,-Inf,4.605705015652542,4.6058791427242465
13800.0,-Inf,4.605599662242943,4.605373553401424
13900.0,-Inf,4.605516346040651,4.6051914242397265
14e3,-Inf,4.605662634212286,4.605921858534209
14100.0,-Inf,4.6048820145951685,4.605305098357473
14200.0,-Inf,4.605077960765405,4.605496267386094
14300.0,-Inf,4.604740443596523,4.605166669825714
14400.0,-Inf,4.604850369716886,4.605054850445811
14500.0,-Inf,4.604950573329007,4.60481499767152
14600.0,-Inf,4.605533838108534,4.60505791527697
14700.0,-Inf,4.604727544301162,4.605163350000458
14800.0,-Inf,4.605537632584049,4.60487633147489
14900.0,-Inf,4.605849632271892,4.6052929483978255
15e3,-Inf,4.6046925012330036,4.605175483560042
15100.0,-Inf,4.6051169526860605,4.605340003720894
15200.0,-Inf,4.604859799222615,4.604969961578228
15300.0,-Inf,4.604794457629443,4.605005024177788
15400.0,-Inf,4.60549180631697,4.6053625902991095
15500.0,-Inf,4.605435146105761,4.605042487906973
15600.0,-Inf,4.604564756613935,4.604817886358619
15700.0,-Inf,4.604923672108498,4.605079959674499
15800.0,-Inf,4.605138912850026,4.605004346998473
15900.0,-Inf,4.60526782717983,4.605140303892751
16e3,-Inf,4.604705049061399,4.6053637173441215
16100.0,-Inf,4.605858723895874,4.605267339975952
16200.0,-Inf,4.605533342569989,4.605314422077873
16300.0,-Inf,4.6053697131102105,4.605361798762911
16400.0,-Inf,4.604876949914609,4.605195847155404
16500.0,-Inf,4.605065352333442,4.6055353600710625
16600.0,-Inf,4.605339610136782,4.605178635821486
16700.0,-Inf,4.6052167627539955,4.604885511794082
16800.0,-Inf,4.605509876735023,4.605402969978582
16900.0,-Inf,4.6053618227302335,4.605457616396473
17e3,-Inf,4.604933347178648,4.605045907797849
17100.0,-Inf,4.604964334741543,4.605056614538108
17200.0,-Inf,4.604932060108913,4.605150576123712
17300.0,-Inf,4.604812315165831,4.605649631865644
17400.0,-Inf,4.605178979932253,4.605857374686935
17500.0,-Inf,4.605285580153687,4.605025508574394
17600.0,-Inf,4.604545147695281,4.605371446591576
17700.0,-Inf,4.605119370838769,4.605001765474707
17800.0,-Inf,4.606046043606273,4.6054841070194
17900.0,-Inf,4.605369555856887,4.605001682881771
18e3,-Inf,4.605293237712893,4.605629099719553
18100.0,-Inf,4.605479635298681,4.605093879604067
18200.0,-Inf,4.604923768761371,4.605326114581298
18300.0,-Inf,4.605163602353767,4.605555256656569
18400.0,-Inf,4.604542874868872,4.605717199412112
18500.0,-Inf,4.605451842674862,4.605348742041643
18600.0,-Inf,4.60516801240844,4.605432185393745
18700.0,-Inf,4.605201711089437,4.604728092370567
18800.0,-Inf,4.605520517161703,4.605374754562927
18900.0,-Inf,4.604855244411299,4.6051369292326845
19e3,-Inf,4.604643774628969,4.605400381148255
19100.0,-Inf,4.605046678866493,4.605274701592373
19200.0,-Inf,4.605555057436116,4.6047272552493554
19300.0,-Inf,4.605222912828379,4.6053486423500445
19400.0,-Inf,4.605580131130627,4.60573937116803
19500.0,-Inf,4.605456758203434,4.6054109879051595
19600.0,-Inf,4.605357941233478,4.605218582911352
19700.0,-Inf,4.605468458623525,4.605580133484759
19800.0,-Inf,4.605423365249751,4.604816473988592
19900.0,-Inf,4.605015712129096,4.605721039488194
2e4,-Inf,4.60506075487888,4.605467925057243
20100.0,-Inf,4.605096206817218,4.605224400784406
20200.0,-Inf,4.605368862365743,4.6052215296096115
20300.0,-Inf,4.6049169953239755,4.604962166199579
20400.0,-Inf,4.604732708713987,4.60508421353003
20500.0,-Inf,4.605351300825494,4.605255666521762
20600.0,-Inf,4.605095056498629,4.605151776738374
20700.0,-Inf,4.605447920421847,4.6053271372197235
20800.0,-Inf,4.6053934457501,4.605453395659639
20900.0,-Inf,4.605086804388869,4.605052718319847
21e3,-Inf,4.604929881281461,4.605063650612533
21100.0,-Inf,4.605306846885024,4.604913147541804
21200.0,-Inf,4.605390577143341,4.605273506904957
21300.0,-Inf,4.60532777425047,4.605159028826187
21400.0,-Inf,4.605717538401565,4.605139151635339
21500.0,-Inf,4.605209852573553,4.605389796736174
21600.0,-Inf,4.605612304910052,4.605392301094551
21700.0,-Inf,4.605520126418092,4.605105353680324
21800.0,-Inf,4.605268501515114,4.605347281540279
21900.0,-Inf,4.60521527325419,4.6051768439348475
22e3,-Inf,4.605259698909237,4.60536329031348
22100.0,-Inf,4.605385714658183,4.605130003886012
22200.0,-Inf,4.604816336848727,4.605311751906173
22300.0,-Inf,4.605152615107096,4.605001433702592
22400.0,-Inf,4.604919285917577,4.605505020612632
22500.0,-Inf,4.605220137578123,4.605070388860589
22600.0,-Inf,4.6052068221672915,4.604704592609801
22700.0,-Inf,4.604481999805475,4.60497020225723
22800.0,-Inf,4.605414212299855,4.60494252748117
22900.0,-Inf,4.604694624693248,4.60499334801547
23e3,-Inf,4.605319509209364,4.605469797192235
23100.0,-Inf,4.605298048544218,4.605414427789675
23200.0,-Inf,4.605130220530366,4.605614622117771
23300.0,-Inf,4.605163939329756,4.605255351998055
23400.0,-Inf,4.605035581898912,4.604810375947617
23500.0,-Inf,4.604821238780946,4.6054938169623165
23600.0,-Inf,4.605793175200239,4.605462181875283
23700.0,-Inf,4.604719828029488,4.605016640434875
23800.0,-Inf,4.605023913209369,4.60550084921334
23900.0,-Inf,4.604959160076585,4.605476683880213
24e3,-Inf,4.605361527819132,4.6052860227483094
24100.0,-Inf,4.6049494719238115,4.605224014426369
24200.0,-Inf,4.60580095409552,4.6049134053177365
24300.0,-Inf,4.6053549885823895,4.604907048634091
24400.0,-Inf,4.605300848449134,4.605214816746147
24500.0,-Inf,4.605019021834489,4.605170177770057
24600.0,-Inf,4.605544277395798,4.6048661309911925
24700.0,-Inf,4.605387855948045,4.6047588581221435
24800.0,-Inf,4.605680281867012,4.604898951345162
24900.0,-Inf,4.604985789300745,4.604954896263834
25e3,-Inf,4.605344663138632,4.605347747349131
25100.0,-Inf,4.6056106190938735,4.605182185358225
25200.0,-Inf,4.6051732987394125,4.604912471578926
25300.0,-Inf,4.605022759324691,4.605495832595864
25400.0,-Inf,4.604865399799492,4.605343806316478
25500.0,-Inf,4.6046403285410165,4.605204212340625
25600.0,-Inf,4.605208836230871,4.605042571473107
25700.0,-Inf,4.605129171558882,4.6056790219487
25800.0,-Inf,4.605242936821234,4.604974286974715
25900.0,-Inf,4.604678954105097,4.605431601270555
26e3,-Inf,4.605472463295506,4.605511866515647
26100.0,-Inf,4.604962043806459,4.605372221139475
26200.0,-Inf,4.605026714890047,4.605277907766343
26300.0,-Inf,4.605066801682001,4.60481871392498
26400.0,-Inf,4.6053191584253765,4.605249701411625
26500.0,-Inf,4.6051886916827725,4.6048256008450625
26600.0,-Inf,4.605639347854916,4.605155623205148
26700.0,-Inf,4.60514851665588,4.60531518400766
26800.0,-Inf,4.604900827388783,4.604801076938806
26900.0,-Inf,4.605455813501893,4.6053933345639315
27e3,-Inf,4.605041071927957,4.6052861134758984
27100.0,-Inf,4.605319945208713,4.605420872506277
27200.0,-Inf,4.605145582065398,4.605652579833669
27300.0,-Inf,4.605022925447466,4.605216790710031
27400.0,-Inf,4.605064614705937,4.605258510982299
27500.0,-Inf,4.605429058354732,4.6053691149597284
27600.0,-Inf,4.60543638941598,4.605261069710894
27700.0,-Inf,4.605410137384846,4.605481417972099
27800.0,-Inf,4.605450277755345,4.605339768110281
27900.0,-Inf,4.6048642020354364,4.60517599763055
28e3,-Inf,4.604859626788782,4.605208191140231
28100.0,-Inf,4.605026642314024,4.6051545943686385
28200.0,-Inf,4.604998417107844,4.6056668415792
28300.0,-Inf,4.604830229212748,4.605320619389724
28400.0,-Inf,4.605483213808524,4.605225451721342
28500.0,-Inf,4.6050565942725035,4.605317499406365
28600.0,-Inf,4.604990074748443,4.6049607865919295
28700.0,-Inf,4.605104451485112,4.605419639143458
28800.0,-Inf,4.605136140505811,4.604975413420521
28900.0,-Inf,4.605323482177755,4.605539982431708
29e3,-Inf,4.605403089113131,4.605137318248453
29100.0,-Inf,4.6056788405711115,4.605349106994478
29200.0,-Inf,4.6048060444723555,4.6052927911270825
29300.0,-Inf,4.605060765194346,4.605279595183218
29400.0,-Inf,4.605215892720011,4.605165264011464
29500.0,-Inf,4.605188090339006,4.604926111500279
29600.0,-Inf,4.605678567296822,4.605339092954172
29700.0,-Inf,4.60533463892112,4.604700834758973
29800.0,-Inf,4.605060458215575,4.605163628644083
29900.0,-Inf,4.605164263344683,4.605047596332269
3e4,-Inf,4.605072214411018,4.605033884948637
30100.0,-Inf,4.605063333511889,4.605338315652069
30200.0,-Inf,4.605135533915691,4.605265060248338
30300.0,-Inf,4.604981781567555,4.6051508630397295
30400.0,-Inf,4.6047821395681305,4.605191230499464
30500.0,-Inf,4.6051877655936595,4.604938093630111
30600.0,-Inf,4.605134669576249,4.6050366914489835
30700.0,-Inf,4.605214090318918,4.6055676541128365
30800.0,-Inf,4.6051772329217115,4.605290568447385
30900.0,-Inf,4.605508250861056,4.6049893385151135
31e3,-Inf,4.605231298206885,4.605121073094368
31100.0,-Inf,4.60509717992701,4.605378394727564
31200.0,-Inf,4.605326934288778,4.605191481335052
31300.0,-Inf,4.605163740978588,4.604988154929821
31400.0,-Inf,4.605456989672455,4.605112659521306
31500.0,-Inf,4.605279554977232,4.605394599494175
31600.0,-Inf,4.605083527185917,4.605097666468024
31700.0,-Inf,4.604961636675058,4.605315932294881
31800.0,-Inf,4.604640322896258,4.605180038243051
31900.0,-Inf,4.604939720046205,4.605057185762303
32e3,-Inf,4.605164673626304,4.605228177873594
32100.0,-Inf,4.604990337098348,4.605364764852524
32200.0,-Inf,4.604973315009857,4.605168727967883
32300.0,-Inf,4.605276107786316,4.6052705631280135
32400.0,-Inf,4.6052295228019,4.605219984197861
32500.0,-Inf,4.605310531046473,4.605217134454526
32600.0,-Inf,4.605402429448971,4.604742811812372
32700.0,-Inf,4.6051894176069785,4.6054805026407415
32800.0,-Inf,4.605410932757513,4.605280737578115
32900.0,-Inf,4.60541829822592,4.605212422507086
33e3,-Inf,4.605000646350149,4.605180907362015
33100.0,-Inf,4.605021904531674,4.605262406181245
33200.0,-Inf,4.605085717384227,4.6050676889406565
33300.0,-Inf,4.6056166273013845,4.605028095257799
33400.0,-Inf,4.605559366579869,4.60492890519117
33500.0,-Inf,4.605214820554886,4.604840489473555
33600.0,-Inf,4.605300599107129,4.605213982554919
33700.0,-Inf,4.604771959969127,4.605326089855161
33800.0,-Inf,4.605584948318438,4.6051969735151275
33900.0,-Inf,4.605475807783058,4.605141167349424
34e3,-Inf,4.605142244725791,4.605280931704091
34100.0,-Inf,4.605047984820584,4.605491513860847
34200.0,-Inf,4.6053733612059595,4.605030901634969
34300.0,-Inf,4.605287174840033,4.605054469497875
34400.0,-Inf,4.605582175556004,4.605325575037475
34500.0,-Inf,4.60518405522251,4.605120951997428
34600.0,-Inf,4.605277229680666,4.605127270197083
34700.0,-Inf,4.604867606315469,4.605125338917386
34800.0,-Inf,4.605144025943581,4.605293988919884
34900.0,-Inf,4.605256533363832,4.605228991689718
35e3,-Inf,4.6053851696463335,4.605192847487806
35100.0,-Inf,4.6050910055601655,4.6055383605949505
35200.0,-Inf,4.605242098465154,4.6051753213488755
35300.0,-Inf,4.60509709977904,4.6052809784631785
35400.0,-Inf,4.6050492246501395,4.605089676849799
35500.0,-Inf,4.605189771443245,4.605151969231306
35600.0,-Inf,4.605274054949744,4.605068015217374
35700.0,-Inf,4.605340364592677,4.605238495632476
35800.0,-Inf,4.605366519067287,4.605453530794894
35900.0,-Inf,4.605174223436077,4.6050756348386965
36e3,-Inf,4.605142168219353,4.60521263612527
36100.0,-Inf,4.605179011071414,4.605496314439944
36200.0,-Inf,4.605444724193894,4.605170956799337
36300.0,-Inf,4.605172245248541,4.605624287719343
36400.0,-Inf,4.605459930307028,4.605375423934502
36500.0,-Inf,4.605148832698307,4.6050340870144995
36600.0,-Inf,4.605079017545022,4.6050444869312805
36700.0,-Inf,4.604989384651227,4.605524118428162
36800.0,-Inf,4.605221448738882,4.604942134100342
36900.0,-Inf,4.6047773598045385,4.6051039068076145
37e3,-Inf,4.604941753411922,4.605053370295526
37100.0,-Inf,4.605274399227289,4.605436347341488
37200.0,-Inf,4.60524129970444,4.605303565019383
37300.0,-Inf,4.605014524641561,4.605223552393895
37400.0,-Inf,4.605416504741153,4.605109161537325
37500.0,-Inf,4.605243637901626,4.605120561898125
37600.0,-Inf,4.60489810900287,4.605248323249339
37700.0,-Inf,4.605009597020239,4.604996521345479
37800.0,-Inf,4.605286809872581,4.605200245998028
37900.0,-Inf,4.605035614281275,4.605167810063901
38e3,-Inf,4.605013603404873,4.605252774900703
38100.0,-Inf,4.604887300185484,4.605150876272243
38200.0,-Inf,4.605083726777826,4.605156344622715
38300.0,-Inf,4.605183174266248,4.605292884157188
38400.0,-Inf,4.604868192839298,4.605047921137758
38500.0,-Inf,4.604956044750814,4.605040167357062
38600.0,-Inf,4.605341764978756,4.605440810955023
38700.0,-Inf,4.605475021423616,4.604924539917699
38800.0,-Inf,4.604865497233339,4.605213380998306
38900.0,-Inf,4.605214591831581,4.605446953788434
39e3,-Inf,4.605240792210454,4.604913203721614
39100.0,-Inf,4.60577383131649,4.605315440942585
39200.0,-Inf,4.605220354504584,4.605113883433424
39300.0,-Inf,4.6054245561684954,4.6053018262196215
39400.0,-Inf,4.605216905669169,4.605415046861759
39500.0,-Inf,4.605337245269359,4.604894167370831
39600.0,-Inf,4.605377511188463,4.605294701038473
39700.0,-Inf,4.605260823523618,4.604975386847006
39800.0,-Inf,4.605227703181511,4.605052830104022
39900.0,-Inf,4.6051197082554864,4.604776933630657
4e4,-Inf,4.605346606852193,4.605044714250369
40100.0,-Inf,4.6057355431558165,4.605389189593714
40200.0,-Inf,4.604905133638079,4.604882115173252
40300.0,-Inf,4.605370104624176,4.604999322232791
40400.0,-Inf,4.604800398681549,4.605471146970285
40500.0,-Inf,4.604905945832234,4.605211706146993
40600.0,-Inf,4.605205578311137,4.605541735797489
40700.0,-Inf,4.605396496503206,4.605245777033775
40800.0,-Inf,4.6055764847615945,4.605023995075745
40900.0,-Inf,4.604907435463437,4.60539573148481
41e3,-Inf,4.605194001607508,4.605290131779819
41100.0,-Inf,4.605275707163958,4.605095505621575
41200.0,-Inf,4.605323026814423,4.605349097442836
41300.0,-Inf,4.605246281696719,4.605344476661721
41400.0,-Inf,4.604993863706017,4.605446795397278
41500.0,-Inf,4.604671041490605,4.605214978005052
41600.0,-Inf,4.605280382210724,4.604980715297869
41700.0,-Inf,4.604975752746654,4.604861999851564
41800.0,-Inf,4.604694280604135,4.605539685623193
41900.0,-Inf,4.605005024725892,4.60508770076499
42e3,-Inf,4.605093593276882,4.605046776700204
42100.0,-Inf,4.605378430420824,4.604932649649948
42200.0,-Inf,4.605179322978788,4.605113776238417
42300.0,-Inf,4.605048333866356,4.605224716049912
42400.0,-Inf,4.605331189491657,4.605238112838736
42500.0,-Inf,4.605401280052819,4.605257575596863
42600.0,-Inf,4.605222137983838,4.605020203311974
42700.0,-Inf,4.605046048120669,4.6053692092678
42800.0,-Inf,4.6050189752343504,4.605130341089038
42900.0,-Inf,4.605068331342982,4.605143649063147
43e3,-Inf,4.605344894731686,4.605276091359344
43100.0,-Inf,4.605544573297151,4.605319605875512
43200.0,-Inf,4.604763159718424,4.605247448315091
43300.0,-Inf,4.605347644422265,4.605099983520099
43400.0,-Inf,4.604895806003805,4.604958429436149
43500.0,-Inf,4.605317540710111,4.6048800226322095
43600.0,-Inf,4.605214106046279,4.6052276536353585
43700.0,-Inf,4.6053630797407905,4.605098893845057
43800.0,-Inf,4.605417595134137,4.60515285684692
43900.0,-Inf,4.6048520733866125,4.605274048901509
44e3,-Inf,4.605213124857343,4.60517262794152
44100.0,-Inf,4.605633087490302,4.605013718940771
44200.0,-Inf,4.6052265985815755,4.605000061776031
44300.0,-Inf,4.6048093230651315,4.6050216103508
44400.0,-Inf,4.605184469265289,4.605227139320194
44500.0,-Inf,4.605202695957763,4.605264676292962
44600.0,-Inf,4.605169018125968,4.605226828894835
44700.0,-Inf,4.605539344773932,4.604993129686523
44800.0,-Inf,4.6054865981802955,4.604967753763726
44900.0,-Inf,4.605050680367572,4.605174926110572
45e3,-Inf,4.60524894764505,4.6050750519284085
45100.0,-Inf,4.604923153226837,4.605400954232297
45200.0,-Inf,4.605004415107332,4.604913781279368
45300.0,-Inf,4.6045846088915185,4.605454128849503
45400.0,-Inf,-Inf,4.605101035145779
45500.0,-Inf,4.605195554543087,4.605234210959982
45600.0,-Inf,4.605338968691591,4.605307486253936
45700.0,-Inf,4.60536665626309,4.605027654693063
45800.0,-Inf,4.6050966602615135,4.605329961566756
45900.0,-Inf,4.605053661485709,4.6051362311945345
46e3,-Inf,4.605174216645004,4.605234862465626
46100.0,-Inf,4.605063658012275,4.605109964422539
46200.0,-Inf,4.605208986502609,4.605437802900469
46300.0,-Inf,4.6053465078003715,4.605062022173248
46400.0,-Inf,4.6051947160759426,4.605257582351405
46500.0,-Inf,4.6051096112239245,4.605141920378781
46600.0,-Inf,4.605179794369187,4.605266377186384
46700.0,-Inf,4.604727800793318,4.605456922613634
46800.0,-Inf,4.605262899124412,4.605424411606723
46900.0,-Inf,4.605105201969351,4.6050345498672645
47e3,-Inf,4.60487557739569,4.6050899300393615
47100.0,-Inf,4.605520859292249,4.60500709608042
47200.0,-Inf,4.605264954580273,4.605337906993757
47300.0,-Inf,4.604872672518469,4.604943023781025
47400.0,-Inf,4.605102100025176,4.605094552149711
47500.0,-Inf,4.605467265766092,4.605198469066787
47600.0,-Inf,4.605192852500498,4.605280861199028
47700.0,-Inf,4.605145888333516,4.605045432575101
47800.0,-Inf,4.605364007790282,4.605329765749258
47900.0,-Inf,4.6053516199495315,4.605422825500133
48e3,-Inf,4.605046203222258,4.605219053107611
48100.0,-Inf,4.605386020612096,4.605244677655111
48200.0,-Inf,4.605052531040436,4.604814584336694
48300.0,-Inf,4.60525845202818,4.605183559596037
48400.0,-Inf,4.6048893799266715,4.605121140492703
48500.0,-Inf,4.604954929637669,4.605243691858955
48600.0,-Inf,4.605192167668532,4.605382259966691
48700.0,-Inf,4.605020084487638,4.605450695399596
48800.0,-Inf,4.6050618170581945,4.6050889381679445
48900.0,-Inf,4.605392967237352,4.605064558147835
49e3,-Inf,4.604868245669769,4.605072763510686
49100.0,-Inf,4.604897538187395,4.605067928099036
49200.0,-Inf,4.605353563638007,4.605039930663427
49300.0,-Inf,4.605141400515531,4.60512068345255
49400.0,-Inf,4.604905780735501,4.6052111134301885
49500.0,-Inf,4.605468056161817,4.605126494673923
49600.0,-Inf,4.605468355022324,4.605248945458858
49700.0,-Inf,4.605099832887179,4.60518362500782
49800.0,-Inf,4.6052436754961095,4.605130822401147
49900.0,-Inf,4.60572057489014,4.605144713822595
5e4,-Inf,4.605053907227229,4.6052600646192685
